text,label,template_id
Karen Fisher here. I am in a meeting and cannot talk. Please arrange payment of the attached invoice to the updated bank details below before end of day. Do not discuss this with anyone else.,phish,bec_1
"Microsoft 365: we could not verify your recent transaction. Dear Customer, confirm your details within 24 hours to avoid suspension. http://tinyurl.com/y8xk2mz Billing Department, Microsoft 365",phish,phish_loud_8
"Hello Alex,
Hi Ravi, thanks for your message. I have attached the notes from yesterday's review meeting. Let me know if anything needs correcting before I circulate them to the wider team.
Regards,
Meera",legit,legit_plain_0
"Good morning Nisha,
Hello Sam, your order #85718 has shipped and should arrive by November 11. You can track it from the orders page in your account.
Thanks,
Sam",legit,legit_plain_3
"Hello Arjun,
Your support ticket #75191 has been resolved. If the issue reappears, reply to this email and it will reopen the same ticket for our team.
Cheers,
Ravi",legit,legit_plain_7
"Instagram: your password will expire in 24 hours. Dear Customer, validate your account using the link below. http://secure-verify-login.tk/account Your account will be locked within 24 hours. IT Helpdesk, Instagram",phish,phish_loud_3
"Hi Nisha,
Reminder: your subscription renews on January 13 and the card on file will be charged. If you want to cancel, you can do that in account settings. This is a routine notice and requires no confirmation.
Kind regards,
Ravi",legit,legit_hard_5
"Good morning Ravi,
Hi Sam, I reviewed the pull request and left a few minor comments. Nothing blocking - happy to approve once the tests pass.
Best regards,
Nisha",legit,legit_plain_8
"PayPal: your password will expire in 24 hours. Dear Customer, update your billing information right away. http://secure-verify-login.tk/account Legal action may follow if this is ignored. Billing Department, PayPal",phish,phish_loud_3
"Dear Sam,
Urgent but internal: the staging database is locked and the release is blocked. Sam, could you look at the migration job when you get a moment? Nothing customer-facing is affected.
Cheers,
Ravi",legit,legit_hard_9
"Hello Sam,
Hi Ravi, following up on the supplier payment we discussed in person yesterday. I have raised the purchase order through the finance portal as normal. Please verify the amount matches the signed quotation before approving it in the system.
Kind regards,
Priya",legit,legit_hard_4
"Instagram: your mailbox storage is full and messages are being rejected. Dear Customer, validate your account using the link below. http://192.168.44.9/login.php Legal action may follow if this is ignored. Account Services, Instagram",phish,phish_loud_6
Please update the beneficiary bank details for our vendor payment run. The new IBAN is below. Process the remittance immediately and confirm. Treat as confidential. Rajesh Kumar,phish,bec_3
"Hello Tom,
Hello Sam, your order #62205 has shipped and should arrive by November 27. You can track it from the orders page in your account.
Thanks,
Meera",legit,legit_plain_3
"Hello, I hope you are well. Our records show a small discrepancy in your billing profile from last month. When you have a moment, could you review the details at http://hdfc-netbanking.online/signin and confirm they are correct? Thank you, Accounts.",phish,phish_soft_0
"Hello Meera,
Security alert from our own IT team: we detected a sign-in to your account from a new device in the Bengaluru office. If that was you, you can ignore this message. If not, call the internal helpdesk on extension 4412 - do not reply to this email with any details.
Regards,
Nisha",legit,legit_hard_3
"DHL Express: we detected unusual sign-in activity on your account. Dear Customer, click here to verify your identity immediately. http://paypa1-support.com/verify This is your final notice. Billing Department, DHL Express",phish,phish_loud_0
"Amazon: your account will be permanently closed. Dear Customer, confirm your details within 24 hours to avoid suspension. http://bit.ly/2xKp9Lq Failure to act will result in permanent account closure. Fraud Prevention Unit, Amazon",phish,phish_loud_9
"Good morning Priya,
Reminder: the project stand-up moves to 10:30 on Thursday this week because of the maintenance window. Calendar invites have been updated.
Cheers,
Ravi",legit,legit_plain_2
"Hi Tom,
Notice: scheduled maintenance this Saturday from 02:00 to 04:00. Some services may be briefly unavailable. No customer action is required.
Kind regards,
Priya",legit,legit_plain_14
"Hello Nisha,
Reminder: the project stand-up moves to 10:30 on Thursday this week because of the maintenance window. Calendar invites have been updated.
Kind regards,
Arjun",legit,legit_plain_2
"Hello Sam,
Your parcel #68856 is out for delivery today. The courier will not ask for any fee on the doorstep, and we will not email you a customs payment link. You can track progress from the orders page after signing in normally.
Thanks,
Meera",legit,legit_hard_8
Sanjay Mehta here. I am in a meeting and cannot talk. Please arrange payment of the attached invoice to the updated bank details below before end of day. Do not discuss this with anyone else.,phish,bec_1
"Instagram: your account has been temporarily suspended. Dear Customer, re-enter your card details to reactivate your account. http://192.168.44.9/login.php Access will be revoked immediately if unverified. Fraud Prevention Unit, Instagram",phish,phish_loud_1
"Hello Meera,
Notice: scheduled maintenance this Saturday from 02:00 to 04:00. Some services may be briefly unavailable. No customer action is required.
Best regards,
Sam",legit,legit_plain_14
Please update the beneficiary bank details for our vendor payment run. The new IBAN is below. Process the remittance immediately and confirm. Treat as confidential. Anita Sharma,phish,bec_3
"Hello Priya,
Your subscription renews on April 12. The receipt will be emailed to you. You can manage or cancel the plan from your account settings page.
Kind regards,
Ravi",legit,legit_plain_11
"Instagram: your subscription payment was declined. Dear Customer, update your billing information right away. http://bit.ly/2xKp9Lq Failure to act will result in permanent account closure. Customer Support, Instagram",phish,phish_loud_7
"Hi, are you at your desk? I need you to process an urgent wire transfer to a new supplier today. Keep this confidential until it clears. Send me the confirmation once done. Regards, Anita Sharma (Managing Director)",phish,bec_0
"Hi, are you at your desk? I need you to process an urgent wire transfer to a new supplier today. Keep this confidential until it clears. Send me the confirmation once done. Regards, Karen Fisher (CEO)",phish,bec_0
Anita Sharma here. I am in a meeting and cannot talk. Please arrange payment of the attached invoice to the updated bank details below before end of day. Do not discuss this with anyone else.,phish,bec_1
"Hello Sam,
Reminder: your subscription renews on April 5 and the card on file will be charged. If you want to cancel, you can do that in account settings. This is a routine notice and requires no confirmation.
Best regards,
Priya",legit,legit_hard_5
"Good morning Priya,
Hi Priya, I reviewed the pull request and left a few minor comments. Nothing blocking - happy to approve once the tests pass.
Best regards,
Alex",legit,legit_plain_8
"Dear Sam,
Reminder: your subscription renews on September 23 and the card on file will be charged. If you want to cancel, you can do that in account settings. This is a routine notice and requires no confirmation.
Regards,
Meera",legit,legit_hard_5
"Dear colleague, HR has published the revised leave policy for this year. Acknowledge that you have read it by signing in at http://micros0ft-securelogin.ru/auth. Regards, People Operations.",phish,phish_soft_3
"Hi Alex,
Your support ticket #18617 has been resolved. If the issue reappears, reply to this email and it will reopen the same ticket for our team.
Cheers,
Alex",legit,legit_plain_7
"Hi Tom,
Here is the agenda for next week's sprint planning: carry-over items, capacity for the release, and a short retrospective on the last cycle.
Cheers,
Arjun",legit,legit_plain_10
"Hi, are you at your desk? I need you to process an urgent wire transfer to a new supplier today. Keep this confidential until it clears. Send me the confirmation once done. Regards, Priya Nair (Managing Director)",phish,bec_0
"Hello Meera,
Reminder: your subscription renews on March 9 and the card on file will be charged. If you want to cancel, you can do that in account settings. This is a routine notice and requires no confirmation.
Regards,
Tom",legit,legit_hard_5
"Hello Priya,
Your subscription renews on November 19. The receipt will be emailed to you. You can manage or cancel the plan from your account settings page.
Kind regards,
Nisha",legit,legit_plain_11
"Netflix: your parcel is being held pending a customs fee. Dear Customer, validate your account using the link below. http://appleid-verify.support/login IT Helpdesk, Netflix",phish,phish_loud_5
"Hello Arjun,
Following up on our conversation - I have booked the meeting room for Tuesday afternoon and invited the vendor's technical contact.
Regards,
Meera",legit,legit_plain_13
"Apple: we could not verify your recent transaction. Dear Customer, click here to verify your identity immediately. http://192.168.44.9/login.php Failure to act will result in permanent account closure. Billing Department, Apple",phish,phish_loud_8
"Hello, I hope you are well. Our records show a small discrepancy in your billing profile from last month. When you have a moment, could you review the details at http://paypa1-support.com/verify and confirm they are correct? Thank you, Accounts.",phish,phish_soft_0
"PayPal: your parcel is being held pending a customs fee. Dear Customer, confirm your details within 24 hours to avoid suspension. http://secure-verify-login.tk/account Security Team, PayPal",phish,phish_loud_5
"Hi Tom,
Hello Meera, your order #84289 has shipped and should arrive by November 23. You can track it from the orders page in your account.
Best regards,
Arjun",legit,legit_plain_3
"Hello Meera,
Scheduled notice from IT: your network password will expire in 14 days. Please change it using Ctrl+Alt+Del on your work machine, or in person at the service desk. We will never email you a link to reset it, and we will never ask for your current password.
Thanks,
Nisha",legit,legit_hard_1
"Hello Sam,
Hi Arjun, the auditors have asked us to verify the vendor list before the year-end close. Could you confirm the contacts for your three suppliers in the shared sheet? No payment details are needed, just names.
Kind regards,
Tom",legit,legit_hard_7
"Hello Sam,
Your monthly account statement for April is now available. You can view it any time by signing in to our website directly. No action is needed.
Kind regards,
Nisha",legit,legit_plain_1
"Hi Priya,
Your account statement for September is ready. To view it, open your banking app or type our address into your browser yourself. We do not include sign-in links in statements. No action is needed if the balance looks right.
Thanks,
Nisha",legit,legit_hard_2
"LinkedIn: your subscription payment was declined. Dear Customer, log in now using the secure link below to restore access. http://tinyurl.com/y8xk2mz Failure to act will result in permanent account closure. Account Services, LinkedIn",phish,phish_loud_7
"Amazon: an unauthorized device accessed your account. Dear Customer, click here to verify your identity immediately. http://appleid-verify.support/login Failure to act will result in permanent account closure. IT Helpdesk, Amazon",phish,phish_loud_4
"Hi Alex,
Hi Priya, the library upgrade is merged and deployed to staging. Could you run through the regression checklist when you get a chance?
Cheers,
Ravi",legit,legit_plain_12
"Hello Alex,
Hi team, please review the attached draft of the design document and add comments by Friday. I would especially like feedback on the caching section.
Cheers,
Alex",legit,legit_plain_5
"Hi Priya,
Hi Nisha, invoice #13840 for the Q3 licence renewal is attached. Payment terms are net 30, so nothing is urgent - our accounts team will process it through the usual purchase order. Do not send funds to any details other than those already on file with procurement.
Cheers,
Nisha",legit,legit_hard_0
"Netflix: your password will expire in 24 hours. Dear Customer, log in now using the secure link below to restore access. http://192.168.44.9/login.php Your account will be locked within 24 hours. Security Team, Netflix",phish,phish_loud_3
"Hi Ravi,
Invitation: the annual all-hands is scheduled for September 15 at 15:00 in the main auditorium. Remote attendees can join via the usual link.
Best regards,
Sam",legit,legit_plain_9
"DHL Express: your parcel is being held pending a customs fee. Dear Customer, log in now using the secure link below to restore access. http://hdfc-netbanking.online/signin Your account will be locked within 24 hours. Customer Support, DHL Express",phish,phish_loud_5
"Hello Ravi,
Here is the agenda for next week's sprint planning: carry-over items, capacity for the release, and a short retrospective on the last cycle.
Kind regards,
Sam",legit,legit_plain_10
"Hi Nisha,
Hi Tom, following up on the supplier payment we discussed in person yesterday. I have raised the purchase order through the finance portal as normal. Please verify the amount matches the signed quotation before approving it in the system.
Regards,
Ravi",legit,legit_hard_4
"Hi Priya,
Your monthly account statement for November is now available. You can view it any time by signing in to our website directly. No action is needed.
Kind regards,
Nisha",legit,legit_plain_1
Please update the beneficiary bank details for our vendor payment run. The new IBAN is below. Process the remittance immediately and confirm. Treat as confidential. Rajesh Kumar,phish,bec_3
"SBI NetBanking: your account will be permanently closed. Dear Customer, re-enter your card details to reactivate your account. http://micros0ft-securelogin.ru/auth Your account will be locked within 24 hours. Account Services, SBI NetBanking",phish,phish_loud_9
"Good morning, following our note last week regarding your mailbox quota, the storage upgrade is now available for your account. You can apply it here: http://192.168.44.9/login.php. Regards, IT Services.",phish,phish_soft_1
"Quick favour - I need you to purchase gift cards for a client appreciation programme. Buy them now and send me the codes. I will reimburse you. This is time-sensitive. Priya Nair, CEO",phish,bec_2
"Hi, the document you requested from the finance review is ready for you to look over. It is available at http://paypa1-support.com/verify. Please sign in with your work email to open it. Thanks, Document Services.",phish,phish_soft_2
"DHL Express: your account has been temporarily suspended. Dear Customer, confirm your details within 24 hours to avoid suspension. http://192.168.44.9/login.php This is your final notice. Billing Department, DHL Express",phish,phish_loud_1
"Good morning, following our note last week regarding your mailbox quota, the storage upgrade is now available for your account. You can apply it here: http://micros0ft-securelogin.ru/auth. Regards, IT Services.",phish,phish_soft_1
"ICICI Bank: your subscription payment was declined. Dear Customer, confirm your details within 24 hours to avoid suspension. http://appleid-verify.support/login Failure to act will result in permanent account closure. Account Services, ICICI Bank",phish,phish_loud_7
"HDFC Bank: your mailbox storage is full and messages are being rejected. Dear Customer, re-enter your card details to reactivate your account. http://secure-verify-login.tk/account Legal action may follow if this is ignored. IT Helpdesk, HDFC Bank",phish,phish_loud_6
"Hi, the document you requested from the finance review is ready for you to look over. It is available at http://bit.ly/2xKp9Lq. Please sign in with your work email to open it. Thanks, Document Services.",phish,phish_soft_2
"Good morning Sam,
Hi Tom, I reviewed the pull request and left a few minor comments. Nothing blocking - happy to approve once the tests pass.
Kind regards,
Meera",legit,legit_plain_8
"LinkedIn: we could not verify your recent transaction. Dear Customer, confirm your details within 24 hours to avoid suspension. http://tinyurl.com/y8xk2mz Your account will be locked within 24 hours. IT Helpdesk, LinkedIn",phish,phish_loud_8
"HDFC Bank: an unauthorized device accessed your account. Dear Customer, confirm your details within 24 hours to avoid suspension. http://paypa1-support.com/verify Your account will be locked within 24 hours. Security Team, HDFC Bank",phish,phish_loud_4
Please update the beneficiary bank details for our vendor payment run. The new IBAN is below. Process the remittance immediately and confirm. Treat as confidential. Rajesh Kumar,phish,bec_3
"SBI NetBanking: your payment could not be processed. Dear Customer, validate your account using the link below. http://tinyurl.com/y8xk2mz Access will be revoked immediately if unverified. IT Helpdesk, SBI NetBanking",phish,phish_loud_2
"ICICI Bank: we detected unusual sign-in activity on your account. Dear Customer, click here to verify your identity immediately. http://micros0ft-securelogin.ru/auth Your account will be locked within 24 hours. Account Services, ICICI Bank",phish,phish_loud_0
"Hi, the document you requested from the finance review is ready for you to look over. It is available at http://secure-verify-login.tk/account. Please sign in with your work email to open it. Thanks, Document Services.",phish,phish_soft_2
"LinkedIn: an unauthorized device accessed your account. Dear Customer, re-enter your card details to reactivate your account. http://bit.ly/2xKp9Lq IT Helpdesk, LinkedIn",phish,phish_loud_4
"Hello Nisha,
Here is the agenda for next week's sprint planning: carry-over items, capacity for the release, and a short retrospective on the last cycle.
Regards,
Alex",legit,legit_plain_10
"Hi, are you at your desk? I need you to process an urgent wire transfer to a new supplier today. Keep this confidential until it clears. Send me the confirmation once done. Regards, Anita Sharma (Finance Director)",phish,bec_0
David Miller here. I am in a meeting and cannot talk. Please arrange payment of the attached invoice to the updated bank details below before end of day. Do not discuss this with anyone else.,phish,bec_1
"Good morning Arjun,
Your support ticket #53420 has been resolved. If the issue reappears, reply to this email and it will reopen the same ticket for our team.
Regards,
Priya",legit,legit_plain_7
"ICICI Bank: an unauthorized device accessed your account. Dear Customer, download the attached form and return it urgently. http://micros0ft-securelogin.ru/auth This is your final notice. IT Helpdesk, ICICI Bank",phish,phish_loud_4
"Hello, your recent expense claim needs one more approval step before it can be reimbursed. You can complete it at http://bit.ly/2xKp9Lq. Thank you, Expenses Team.",phish,phish_soft_4
"Hi Sam,
Your subscription renews on June 14. The receipt will be emailed to you. You can manage or cancel the plan from your account settings page.
Kind regards,
Tom",legit,legit_plain_11
"Quick favour - I need you to purchase gift cards for a client appreciation programme. Buy them now and send me the codes. I will reimburse you. This is time-sensitive. Rajesh Kumar, Finance Director",phish,bec_2
"Hello Priya,
Thank you for attending the workshop on June 18. Slides and the recording are linked in the shared drive folder we set up for the cohort.
Thanks,
Arjun",legit,legit_plain_6
"Hello Sam,
Hi Meera, the auditors have asked us to verify the vendor list before the year-end close. Could you confirm the contacts for your three suppliers in the shared sheet? No payment details are needed, just names.
Cheers,
Alex",legit,legit_hard_7
"Good morning Sam,
Thank you for attending the workshop on September 16. Slides and the recording are linked in the shared drive folder we set up for the cohort.
Best regards,
Sam",legit,legit_plain_6
"Instagram: your mailbox storage is full and messages are being rejected. Dear Customer, validate your account using the link below. http://192.168.44.9/login.php Access will be revoked immediately if unverified. IT Helpdesk, Instagram",phish,phish_loud_6
"Amazon: an unauthorized device accessed your account. Dear Customer, download the attached form and return it urgently. http://paypa1-support.com/verify Legal action may follow if this is ignored. Security Team, Amazon",phish,phish_loud_4
"Hello Ravi,
Payroll notice: bank detail changes for this month's run must be submitted through the HR self-service portal by September 4. Requests sent over email cannot be actioned - this is deliberate, to prevent payment fraud.
Best regards,
Sam",legit,legit_hard_6
"Netflix: your mailbox storage is full and messages are being rejected. Dear Customer, update your billing information right away. http://bit.ly/2xKp9Lq Legal action may follow if this is ignored. Customer Support, Netflix",phish,phish_loud_6
Please update the beneficiary bank details for our vendor payment run. The new IBAN is below. Process the remittance immediately and confirm. Treat as confidential. Karen Fisher,phish,bec_3
"Dear Sam,
Hi Tom, invoice #26631 for the Q3 licence renewal is attached. Payment terms are net 30, so nothing is urgent - our accounts team will process it through the usual purchase order. Do not send funds to any details other than those already on file with procurement.
Thanks,
Sam",legit,legit_hard_0
"Hi Nisha,
Here is the agenda for next week's sprint planning: carry-over items, capacity for the release, and a short retrospective on the last cycle.
Regards,
Meera",legit,legit_plain_10
"Hi Sam,
Thank you for attending the workshop on November 11. Slides and the recording are linked in the shared drive folder we set up for the cohort.
Thanks,
Alex",legit,legit_plain_6
"Hello Alex,
Hi Alex, invoice #65004 for the Q3 licence renewal is attached. Payment terms are net 30, so nothing is urgent - our accounts team will process it through the usual purchase order. Do not send funds to any details other than those already on file with procurement.
Cheers,
Alex",legit,legit_hard_0
"Hello Alex,
Payroll notice: bank detail changes for this month's run must be submitted through the HR self-service portal by June 3. Requests sent over email cannot be actioned - this is deliberate, to prevent payment fraud.
Regards,
Tom",legit,legit_hard_6
"ICICI Bank: your parcel is being held pending a customs fee. Dear Customer, confirm your details within 24 hours to avoid suspension. http://bit.ly/2xKp9Lq Your account will be locked within 24 hours. Billing Department, ICICI Bank",phish,phish_loud_5
"Hello Priya,
Scheduled notice from IT: your network password will expire in 14 days. Please change it using Ctrl+Alt+Del on your work machine, or in person at the service desk. We will never email you a link to reset it, and we will never ask for your current password.
Best regards,
Meera",legit,legit_hard_1
"Hi Ravi,
Your monthly account statement for June is now available. You can view it any time by signing in to our website directly. No action is needed.
Best regards,
Nisha",legit,legit_plain_1
"Hello Nisha,
Hi Alex, the library upgrade is merged and deployed to staging. Could you run through the regression checklist when you get a chance?
Best regards,
Ravi",legit,legit_plain_12
"Dear Arjun,
Security alert from our own IT team: we detected a sign-in to your account from a new device in the Bengaluru office. If that was you, you can ignore this message. If not, call the internal helpdesk on extension 4412 - do not reply to this email with any details.
Best regards,
Nisha",legit,legit_hard_3
"LinkedIn: we could not verify your recent transaction. Dear Customer, confirm your details within 24 hours to avoid suspension. http://micros0ft-securelogin.ru/auth Failure to act will result in permanent account closure. Account Services, LinkedIn",phish,phish_loud_8
"Hi, are you at your desk? I need you to process an urgent wire transfer to a new supplier today. Keep this confidential until it clears. Send me the confirmation once done. Regards, Sanjay Mehta (Finance Director)",phish,bec_0
"Hello Tom,
Hi Arjun, the auditors have asked us to verify the vendor list before the year-end close. Could you confirm the contacts for your three suppliers in the shared sheet? No payment details are needed, just names.
Thanks,
Priya",legit,legit_hard_7
"Hi, the document you requested from the finance review is ready for you to look over. It is available at http://paypa1-support.com/verify. Please sign in with your work email to open it. Thanks, Document Services.",phish,phish_soft_2
"Hi Nisha,
Reminder: your subscription renews on January 24 and the card on file will be charged. If you want to cancel, you can do that in account settings. This is a routine notice and requires no confirmation.
Best regards,
Nisha",legit,legit_hard_5
"Netflix: your account will be permanently closed. Dear Customer, download the attached form and return it urgently. http://secure-verify-login.tk/account Access will be revoked immediately if unverified. Security Team, Netflix",phish,phish_loud_9
"Hi, are you at your desk? I need you to process an urgent wire transfer to a new supplier today. Keep this confidential until it clears. Send me the confirmation once done. Regards, Priya Nair (Managing Director)",phish,bec_0
"Quick favour - I need you to purchase gift cards for a client appreciation programme. Buy them now and send me the codes. I will reimburse you. This is time-sensitive. David Miller, Managing Director",phish,bec_2
"Hello Tom,
Hi Meera, the auditors have asked us to verify the vendor list before the year-end close. Could you confirm the contacts for your three suppliers in the shared sheet? No payment details are needed, just names.
Best regards,
Ravi",legit,legit_hard_7
"Hello Arjun,
Reminder: your subscription renews on June 11 and the card on file will be charged. If you want to cancel, you can do that in account settings. This is a routine notice and requires no confirmation.
Cheers,
Nisha",legit,legit_hard_5
